epoch,loss,val_loss
0,0.81750567467824187,0.76822962057648447
1,0.74026238145333545,0.72086082507570903
2,0.70918168990687613,0.69966729707424224
3,0.6899627176588482,0.68550730756268119
4,0.67900615810317333,0.67703062972141437
5,0.67144708777710749,0.67162659527610147
6,0.66352867839659324,0.66774569396261652
7,0.66017423969524391,0.664186025457985
8,0.65698648735837906,0.66183156509260299
9,0.65343653872308538,0.65891623931727106
10,0.64971532103651197,0.65798284961106901
11,0.64831672020535647,0.65472337473153686
12,0.64644026764875184,0.65352862783537113
13,0.64217584844281417,0.65105199997390306
14,0.63850812832972503,0.64983635049198585
15,0.63964789075191841,0.64853449057141621
16,0.63659592329253378,0.64681645585420255
17,0.63436619907359915,0.64567419418059835
18,0.63329492573779322,0.64441527858545555
19,0.63137023352752153,0.6438151123651229
20,0.62860719700711609,0.64265331988203278
21,0.62703203691185727,0.64119403800856156
22,0.62660177159378094,0.64041957640763814
23,0.62484052571164772,0.63898132115940609
24,0.62424204019716911,0.63852333568483355
25,0.62269878825468017,0.63775904686756224
26,0.62141080685926098,0.63719395329538775
27,0.62016620553536095,0.63621793622135925
28,0.61970899668481916,0.63538040459832268
29,0.61766299330535468,0.63472785372015339
30,0.61584427892646465,0.63417908930894429
31,0.6148754884770693,0.63370433551179339
32,0.61378397507007942,0.63237767832012581
33,0.61388297014002846,0.63210531697280981
34,0.6127097873763323,0.63134443141652852
35,0.60905382492356752,0.63157740500989568
36,0.61042347395797969,0.63070194927954404
37,0.60772384784750699,0.63031662689035872
38,0.60823823335534899,0.62924230562423389
39,0.60734614343395843,0.62896720429873354
40,0.60663265573875358,0.62822555655212031
41,0.6058077543372723,0.62778001531016692
42,0.60472170162613181,0.62739831866089679
43,0.60363034023675177,0.62660909529829723
44,0.60271724783721503,0.62613128543479712
45,0.60263421161030484,0.62616654588105802
46,0.60001506053061582,0.62581430571199048
47,0.59993504009260568,0.6254370119815128
48,0.59930243401087668,0.62516379510950615
49,0.59866588096797291,0.62489890482282717
50,0.596931446612053,0.62463122026653695
51,0.59724399799572292,0.62413716857205337
52,0.59666532879260503,0.62361907601549715
53,0.59664076394924859,0.62360557986233189
54,0.5955529170008832,0.62343774013812958
55,0.59240464810335669,0.62320516648516666
56,0.59320886806727147,0.6226558779974618
57,0.5935458059956773,0.62247984789951882
58,0.59149408271745574,0.62217677798804438
59,0.5916993528690393,0.62175724349879757
60,0.58947409642189308,0.62144512981417888
61,0.59097484939380063,0.62149193626941701
62,0.58909993788350901,0.62119697828926568
63,0.58941422673398547,0.62048050833675816
64,0.58748018148996639,0.62055680411754588
65,0.58740255915122352,0.62023820357345882
66,0.58527203483952572,0.61979300904312629
67,0.58542199419967034,0.61954651263390015
68,0.5874105187760994,0.6190327673522541
69,0.58422173125943122,0.61890939684702473
70,0.58435181401648506,0.61850809925379202
71,0.58417413334338053,0.61823409863383882
72,0.58146990788429542,0.61827514198649447
73,0.5814916256181788,0.61755653834227031
74,0.58083464364153503,0.6173044417047423
75,0.57927943323805975,0.61712637181413421
76,0.57832248925475638,0.61621877691154536
77,0.58001373721130989,0.61629898747130385
78,0.5792633781172013,0.61600606397059976
79,0.57611936562686561,0.6156874596589581
80,0.57824735450813336,0.61578086757582629
81,0.5748063014975886,0.61606186415812958
82,0.57598057500910693,0.6154808027238089
83,0.57347206097171355,0.61515233427817473
84,0.57361903529002278,0.61498245456809941
85,0.57325880268121654,0.61406860581479927
86,0.57189068782226493,0.61374490931509385
87,0.57095563300061292,0.61381421531618507
88,0.57121412073844446,0.61387734098218061
89,0.57119649897734781,0.61321332234424364
90,0.56975951481621268,0.6129664109243953
91,0.56814725666980581,0.61331397884282335
