epoch,loss,val_loss
0,0.81813134016265643,0.72576248061873128
1,0.73831807845710296,0.68308276497789966
2,0.70715599508772975,0.66557118211784283
3,0.69221989290864205,0.6555048238964214
4,0.68059371833800542,0.64838307195612632
5,0.67644450541690704,0.64356963352016516
6,0.67079059748581837,0.63896377288199835
7,0.66628815574108058,0.63731314237810244
8,0.66215024545397372,0.63436730738746971
9,0.65718056306339945,0.63366652346589669
10,0.65558925255257827,0.63290916646387951
11,0.65513554226678516,0.6290968885454119
12,0.65032232489491304,0.62656968899645615
13,0.64825811988873028,0.62679435773021897
14,0.64477905518214951,0.62557834133818302
15,0.64311209834095118,0.62437607600519618
16,0.64247658284359477,0.62190263579408878
17,0.64132476422275886,0.6201729363745897
18,0.637353695906971,0.6198650893499853
19,0.63662085417559111,0.61984598174088879
20,0.63649136640088255,0.61786060492785411
21,0.63375372439905953,0.61842853242099105
22,0.63022821585623157,0.61524328385644766
23,0.63054992870998128,0.61477912836385928
24,0.6281907169465788,0.61422564452958439
25,0.62715795585073564,0.61291758813776875
26,0.62755758502358305,0.61262314286520392
27,0.62547743142168977,0.61182147607459403
28,0.62357925643451317,0.61035660049338292
29,0.62396221592845336,0.60992803094826886
30,0.62259034052049977,0.60947058850503255
31,0.62233224645434759,0.60844993280031168
32,0.61949480158519799,0.61016068093477926
33,0.61869462947951015,0.60858708907195391
34,0.61908134130935066,0.60834966973262816
35,0.61525870855056097,0.60750693308644088
36,0.61549393564446808,0.60535575660658325
37,0.61634922841771544,0.60723626878097081
38,0.61369895102154604,0.60503745822966393
39,0.61162318399903537,0.60461184606461793
40,0.61155340627214383,0.6030184958175786
41,0.61149491034079217,0.60402530331208759
42,0.60897622502703719,0.60301868912961365
43,0.61129420958271607,0.60192061541182162
44,0.60818202981216707,0.60242670901567308
45,0.60846352230732281,0.60127204393630407
46,0.60740525078509,0.6012582511642689
47,0.6068918289002585,0.60065085578624167
48,0.60488671102421387,0.60128278745161512
49,0.60396073753657864,0.60149423260418744
50,0.60412351358673899,0.59944400062690018
51,0.60359492747545307,0.60026756035872186
52,0.60309526401644509,0.59986056799391529
53,0.60213206033932998,0.59839850113742343
54,0.60178795719121969,0.59994535648874714
55,0.60037031537484464,0.5984129973209541
56,0.59769769835830211,0.59925939693855257
57,0.5989051460268674,0.59763833855063386
58,0.59875026036518408,0.59760829065421128
59,0.59698776492053518,0.59699207450430292
60,0.59759219286365173,0.59682385145367944
61,0.59617320537742269,0.5961100562445335
62,0.59723367810850192,0.59558234450520264
63,0.5930908655012781,0.59592000955494806
64,0.59455633922984497,0.59592346581218569
65,0.59283508949887775,0.59533416900020297
66,0.59285177296591651,0.59524141648912032
67,0.59284492176368531,0.59470957712964823
68,0.59119109043865226,0.59477531342940693
69,0.59254630240730743,0.59430837234807299
70,0.59061291967009932,0.59406566684483486
71,0.59046633818577055,0.59441330681732629
72,0.59058310116669832,0.59401133585852961
73,0.58911263882783238,0.59356495741954418
74,0.58808221146949335,0.59292213286192696
75,0.58677994015580304,0.59365785398776494
76,0.58593307936017336,0.5928760154512247
77,0.58574215512257455,0.59221511965415818
78,0.58499047301985363,0.59155507052564271
79,0.5865662222058815,0.59243771181124927
80,0.58672923241121533,0.59076742679801542
81,0.58438994813323497,0.59179371993008656
82,0.58156678109167681,0.59051844743341309
83,0.58313522743981305,0.5904145766271911
84,0.58137399894072017,0.58988632813508168
85,0.58056867056374117,0.5904929182767602
86,0.57929860412001088,0.58956884352369354
87,0.58008628027746068,0.58941482132950429
